link_id,from_node_id,to_node_id,dir_flag,length,vdf_length_mi,lanes,capacity,free_speed,vdf_free_speed_mph,vdf_toll,link_type,allowed_uses,vdf_alpha,vdf_beta,vdf_plf,ref_volume,ref_cost,vdf_fftt,geometry
1364,615,69,1,0,0,1,49500,96.54,60,0,3,,0.15,4,1,9818.28,13.11981322,0,"LINESTRING (-87.88155621657054 42.02875660579859, -87.89346171622017 42.019754379572376)"
1365,615,439,1,1249.2276,0.7764,1,6000,38.63590515,24.01237113,0,1,,0.15,4,1,6152.226109,13.11981322,1.94,"LINESTRING (-87.88155621657054 42.02875660579859, -87.87084126688588 42.020654602195)"
1366,615,536,1,2812.27456,1.74784,1,2000,111.0108379,68.99368421,0,1,,0.15,4,1,1592.160436,13.11981322,1.52,"LINESTRING (-87.88155621657054 42.02875660579859, -87.89822391608003 42.00625104023305)"
1367,615,610,1,4720.33939,2.93371,1,8500,67.5943588,42.01016706,0,1,,0.15,4,1,6662.49889,13.11981322,4.19,"LINESTRING (-87.88155621657054 42.02875660579859, -87.93870261488875 42.02605593793073)"
1368,615,613,1,3829.06602,2.37978,1,10000,63.64098648,39.55313019,0,1,,0.15,4,1,2480.757742,13.11981322,3.61,"LINESTRING (-87.88155621657054 42.02875660579859, -87.8827467665355 42.063865288080834)"
1369,615,622,1,5066.80536,3.14904,1,4000,60.43903014,37.56310139,0,1,,0.15,4,1,4752.715728,13.11981322,5.03,"LINESTRING (-87.88155621657054 42.02875660579859, -87.85893576723625 41.98554591991276)"
1370,616,70,1,0,0,1,49500,96.54,60,0,3,,0.15,4,1,3972.08,13.11981322,0,"LINESTRING (-87.70892647165094 42.062965065458215, -87.72083197130057 42.053962839232)"
1371,616,433,1,4504.17024,2.79936,1,9500,79.48535718,49.40047059,0,1,,0.15,4,1,4366.840214,13.11981322,3.4,"LINESTRING (-87.70892647165094 42.062965065458215, -87.76250122007427 42.05486306185462)"
1372,616,598,1,3402.80974,2.11486,1,2500,45.2701961,28.13560976,0,1,,0.15,4,1,924.86,13.11981322,4.51,"LINESTRING (-87.70892647165094 42.062965065458215, -87.68630602231664 42.089071521514235)"
1373,616,599,1,4394.83869,2.73141,1,3000,44.84529275,27.87153061,0,1,,0.15,4,1,571.2621442,13.11981322,5.88,"LINESTRING (-87.70892647165094 42.062965065458215, -87.73511857088012 42.09807374774045)"
1374,616,618,1,3048.94237,1.89493,1,6500,57.52721453,35.75339623,0,1,,0.15,4,1,4456.143906,13.11981322,3.18,"LINESTRING (-87.70892647165094 42.062965065458215, -87.71130757158086 42.03505816415694)"
1375,616,620,1,3044.19582,1.89198,1,5500,48.19307366,29.95218997,0,1,,0.15,4,1,1492.966488,13.11981322,3.79,"LINESTRING (-87.70892647165094 42.062965065458215, -87.6720194227371 42.063865288080834)"
1376,617,71,1,0,0,1,49500,96.54,60,0,3,,0.15,4,1,5049.64,13.11981322,0,"LINESTRING (-87.76964451986404 42.06476551070345, -87.78155001951367 42.05576328447724)"
1377,617,433,1,1229.80697,0.76433,1,9500,49.1922788,30.5732,0,1,,0.15,4,1,1501.813906,13.11981322,1.5,"LINESTRING (-87.76964451986404 42.06476551070345, -87.76250122007427 42.05486306185462)"
1378,617,595,1,4301.79022,2.67358,1,2000,55.26925336,34.35006424,0,1,,0.15,4,1,1163.571752,13.11981322,4.67,"LINESTRING (-87.76964451986404 42.06476551070345, -87.7934555191633 42.099874192985695)"
1379,617,599,1,4614.04885,2.86765,1,1500,60.97861916,37.89845815,0,1,,0.15,4,1,773.1,13.11981322,4.54,"LINESTRING (-87.76964451986404 42.06476551070345, -87.73511857088012 42.09807374774045)"
1380,617,612,1,4712.18176,2.92864,1,5000,64.40339536,40.02697039,0,1,,0.15,4,1,3369.432777,13.11981322,4.39,"LINESTRING (-87.76964451986404 42.06476551070345, -87.82679091818225 42.063865288080834)"
1381,617,619,1,3240.39728,2.01392,1,10500,57.86423714,35.96285714,0,1,,0.15,4,1,5734.206094,13.11981322,3.36,"LINESTRING (-87.76964451986404 42.06476551070345, -87.76845396989908 42.03505816415694)"
1382,618,72,1,0,0,1,49500,96.54,60,0,3,,0.15,4,1,9363.15,13.11981322,0,"LINESTRING (-87.71130757158086 42.03505816415694, -87.72321307123049 42.02605593793073)"
1383,618,434,1,5100.91616,3.17024,1,9000,74.2851868,46.16854369,0,1,,0.15,4,1,2652.687821,13.11981322,4.12,"LINESTRING (-87.71130757158086 42.03505816415694, -87.77202561979396 42.02605593793073)"
1384,618,548,1,3142.29655,1.95295,1,7500,53.561873,33.28892045,0,1,,0.15,4,1,3160.678043,13.11981322,3.52,"LINESTRING (-87.71130757158086 42.03505816415694, -87.6874965722816 42.012552598591405)"
1385,618,552,1,4265.81298,2.65122,1,5000,58.974373,36.65281106,0,1,,0.15,4,1,3660.212179,13.11981322,4.34,"LINESTRING (-87.71130757158086 42.03505816415694, -87.73154692098524 41.99904925925208)"
1386,618,616,1,3048.94237,1.89493,1,6500,57.52721453,35.75339623,0,1,,0.15,4,1,3837.666207,13.11981322,3.18,"LINESTRING (-87.71130757158086 42.03505816415694, -87.70892647165094 42.062965065458215)"
1387,618,621,1,3357.21068,2.08652,1,3500,51.91562908,32.2657732,0,1,,0.15,4,1,1293.885469,13.11981322,3.88,"LINESTRING (-87.71130757158086 42.03505816415694, -87.6720194227371 42.04316016776054)"
1388,619,73,1,0,0,1,49500,96.54,60,0,3,,0.15,4,1,12063.87,13.11981322,0,"LINESTRING (-87.76845396989908 42.03505816415694, -87.78035946954871 42.02605593793073)"
1389,619,434,1,1024.70774,0.63686,1,9000,94.58840676,58.78707692,0,1,,0.15,4,1,5954.54499,13.11981322,0.65,"LINESTRING (-87.76845396989908 42.03505816415694, -87.77202561979396 42.02605593793073)"
1390,619,552,1,4966.96691,3.08699,1,9500,62.08708638,38.587375,0,1,,0.15,4,1,2881.431028,13.11981322,4.8,"LINESTRING (-87.76845396989908 42.03505816415694, -87.73154692098524 41.99904925925208)"
1391,619,554,1,4503.1083,2.7987,1,2500,54.36348049,33.78712274,0,1,,0.15,4,1,2208.93,13.11981322,4.97,"LINESTRING (-87.76845396989908 42.03505816415694, -87.78750276933849 41.99634859138422)"
1392,619,614,1,4845.21388,3.01132,1,3500,51.45359873,31.97861947,0,1,,0.15,4,1,3289.370424,13.11981322,5.65,"LINESTRING (-87.76845396989908 42.03505816415694, -87.82679091818225 42.02965682842122)"
1393,619,617,1,3240.39728,2.01392,1,10500,57.86423714,35.96285714,0,1,,0.15,4,1,3687.18,13.11981322,3.36,"LINESTRING (-87.76845396989908 42.03505816415694, -87.76964451986404 42.06476551070345)"
1394,620,74,1,0,0,1,49500,96.54,60,0,3,,0.15,4,1,3697.97,13.11981322,0,"LINESTRING (-87.6720194227371 42.063865288080834, -87.68392492238672 42.05486306185462)"
1395,620,598,1,2989.92425,1.85825,1,3500,45.41657089,28.22658228,0,1,,0.15,4,1,1498.96,13.11981322,3.95,"LINESTRING (-87.6720194227371 42.063865288080834, -87.68630602231664 42.089071521514235)"
1396,620,616,1,3044.19582,1.89198,1,5500,48.19307366,29.95218997,0,1,,0.15,4,1,1305.15,13.11981322,3.79,"LINESTRING (-87.6720194227371 42.063865288080834, -87.70892647165094 42.062965065458215)"
1397,620,621,1,2257.427,1.403,1,3000,51.89487356,32.25287356,0,1,,0.15,4,1,2875.716103,13.11981322,2.61,"LINESTRING (-87.6720194227371 42.063865288080834, -87.6720194227371 42.04316016776054)"
1398,621,75,1,0,0,1,49500,96.54,60,0,3,,0.15,4,1,1766.45,13.11981322,0,"LINESTRING (-87.6720194227371 42.04316016776054, -87.68392492238672 42.034157941534325)"
1399,621,547,1,2548.09285,1.58365,1,5500,52.90158166,32.87854671,0,1,,0.15,4,1,3249.238059,13.11981322,2.89,"LINESTRING (-87.6720194227371 42.04316016776054, -87.66368557298236 42.020654602195)"
1400,621,618,1,3357.21068,2.08652,1,3500,51.91562908,32.2657732,0,1,,0.15,4,1,2127.337241,13.11981322,3.88,"LINESTRING (-87.6720194227371 42.04316016776054, -87.71130757158086 42.03505816415694)"
1401,621,620,1,2257.427,1.403,1,3000,51.89487356,32.25287356,0,1,,0.15,4,1,3254.263512,13.11981322,2.61,"LINESTRING (-87.6720194227371 42.04316016776054, -87.6720194227371 42.063865288080834)"
1402,622,76,1,0,0,1,49500,96.54,60,0,3,,0.15,4,1,8948.25,13.11981322,0,"LINESTRING (-87.85893576723625 41.98554591991276, -87.87084126688588 41.976543693686544)"
1403,622,540,1,3292.014,2.046,1,3000,112.8690514,70.14857143,0,1,,0.15,4,1,3876.841537,13.11981322,1.75,"LINESTRING (-87.85893576723625 41.98554591991276, -87.89822391608003 41.980144584177026)"
1404,622,554,1,6005.56032,3.73248,1,2000,62.23378569,38.67854922,0,1,,0.15,4,1,1749.614313,13.11981322,5.79,"LINESTRING (-87.85893576723625 41.98554591991276, -87.78750276933849 41.99634859138422)"
1405,622,555,1,5044.89078,3.13542,1,4500,61.90050036,38.47141104,0,1,,0.15,4,1,3217.19,13.11981322,4.89,"LINESTRING (-87.85893576723625 41.98554591991276, -87.81012321867277 41.95763901861149)"
1406,622,614,1,5491.08257,3.41273,1,4000,54.36715416,33.78940594,0,1,,0.15,4,1,969.890337,13.11981322,6.06,"LINESTRING (-87.85893576723625 41.98554591991276, -87.82679091818225 42.02965682842122)"
1407,622,615,1,5066.80536,3.14904,1,4000,60.43903014,37.56310139,0,1,,0.15,4,1,3761.446004,13.11981322,5.03,"LINESTRING (-87.85893576723625 41.98554591991276, -87.88155621657054 42.02875660579859)"
1408,622,623,1,5194.47951,3.22839,1,3500,62.08541247,38.58633466,0,1,,0.15,4,1,3728.706828,13.11981322,5.02,"LINESTRING (-87.85893576723625 41.98554591991276, -87.8827467665355 41.9414350114043)"
1409,622,625,1,4409.06225,2.74025,1,2500,55.11327813,34.253125,0,1,,0.15,4,1,743.37,13.11981322,4.8,"LINESTRING (-87.85893576723625 41.98554591991276, -87.80774211874285 41.97384302581868)"
1410,623,77,1,0,0,1,49500,96.54,60,0,3,,0.15,4,1,10913.16,13.11981322,0,"LINESTRING (-87.8827467665355 41.9414350114043, -87.89465226618513 41.93243278517809)"
1411,623,622,1,5194.47951,3.22839,1,3500,62.08541247,38.58633466,0,1,,0.15,4,1,4039.96472,13.11981322,5.02,"LINESTRING (-87.8827467665355 41.9414350114043, -87.85893576723625 41.98554591991276)"
1412,623,624,1,4736.63856,2.94384,1,6500,45.39909163,28.21571885,0,1,,0.15,4,1,2362.5,13.11981322,6.26,"LINESTRING (-87.8827467665355 41.9414350114043, -87.8256003682173 41.936933898291194)"
1413,623,627,1,4908.43149,3.05061,1,5500,60.97430423,37.8957764,0,1,,0.15,4,1,3139.446828,13.11981322,4.83,"LINESTRING (-87.8827467665355 41.9414350114043, -87.88155621657054 41.896423880273225)"
1414,623,681,1,4629.67224,2.87736,1,4000,64.45019359,40.05605568,0,1,,0.15,4,1,3939.323604,13.11981322,4.31,"LINESTRING (-87.8827467665355 41.9414350114043, -87.93870261488875 41.93783412091382)"
1415,624,78,1,0,0,1,49500,96.54,60,0,3,,0.15,4,1,9450.82,13.11981322,0,"LINESTRING (-87.8256003682173 41.936933898291194, -87.83750586786692 41.92793167206498)"
1416,624,555,1,2593.0644,1.6116,1,5500,58.05368059,36.08059701,0,1,,0.15,4,1,6902.826082,13.11981322,2.68,"LINESTRING (-87.8256003682173 41.936933898291194, -87.81012321867277 41.95763901861149)"
1417,624,556,1,6198.17371,3.85219,1,1000,40.07439898,24.90640086,0,1,,0.15,4,1,878.3734568,13.11981322,9.28,"LINESTRING (-87.8256003682173 41.936933898291194, -87.7517862703896 41.947736569762654)"
1418,624,557,1,7159.50294,4.44966,1,2000,46.44001907,28.86265946,0,1,,0.15,4,1,1250.9,13.11981322,9.25,"LINESTRING (-87.8256003682173 41.936933898291194, -87.74940517045968 41.90542610649944)"
1419,624,623,1,4736.63856,2.94384,1,6500,45.39909163,28.21571885,0,1,,0.15,4,1,2872.853604,13.11981322,6.26,"LINESTRING (-87.8256003682173 41.936933898291194, -87.8827467665355 41.9414350114043)"
1420,624,626,1,4328.58007,2.69023,1,9500,58.62636663,36.4365237,0,1,,0.15,4,1,5050.36,13.11981322,4.43,"LINESTRING (-87.8256003682173 41.936933898291194, -87.8220287183224 41.89732410289585)"
1421,625,79,1,0,0,1,49500,96.54,60,0,3,,0.15,4,1,4084.47,13.11981322,0,"LINESTRING (-87.80774211874285 41.97384302581868, -87.81964761839248 41.964840799592466)"
1422,625,554,1,2967.28562,1.84418,1,7000,52.51832955,32.64035398,0,1,,0.15,4,1,4375.057424,13.11981322,3.39,"LINESTRING (-87.80774211874285 41.97384302581868, -87.78750276933849 41.99634859138422)"
1423,625,555,1,1777.55884,1.10476,1,13500,67.50223443,41.95291139,0,1,,0.15,4,1,5018.102231,13.11981322,1.58,"LINESTRING (-87.80774211874285 41.97384302581868, -87.81012321867277 41.95763901861149)"
1424,625,622,1,4409.06225,2.74025,1,2500,55.11327813,34.253125,0,1,,0.15,4,1,1125.42,13.11981322,4.8,"LINESTRING (-87.80774211874285 41.97384302581868, -87.85893576723625 41.98554591991276)"
1425,626,80,1,0,0,1,49500,96.54,60,0,3,,0.15,4,1,10350.77,13.11981322,0,"LINESTRING (-87.8220287183224 41.89732410289585, -87.83393421797203 41.888321876669636)"
1426,626,485,1,2825.93497,1.75633,1,6500,100.9262489,62.72607143,0,1,,0.15,4,1,6337.4,13.11981322,1.68,"LINESTRING (-87.8220287183224 41.89732410289585, -87.83393421797203 41.87301809208507)"
1427,626,624,1,4328.58007,2.69023,1,9500,58.62636663,36.4365237,0,1,,0.15,4,1,7542.089539,13.11981322,4.43,"LINESTRING (-87.8220287183224 41.89732410289585, -87.8256003682173 41.936933898291194)"
1428,626,627,1,4908.43149,3.05061,1,13000,57.74625282,35.88952941,0,1,,0.15,4,1,4747.02,13.11981322,5.1,"LINESTRING (-87.8220287183224 41.89732410289585, -87.88155621657054 41.896423880273225)"
1429,626,630,1,3338.5141,2.0749,1,11000,46.3682514,28.81805556,0,1,,0.15,4,1,4576.404309,13.11981322,4.32,"LINESTRING (-87.8220287183224 41.89732410289585, -87.78155001951367 41.89822432551847)"
1430,627,81,1,0,0,1,49500,96.54,60,0,3,,0.15,4,1,10419.29,13.11981322,0,"LINESTRING (-87.88155621657054 41.896423880273225, -87.89346171622017 41.88742165404701)"
1431,627,484,1,2793.36881,1.73609,1,6000,84.6475397,52.60878788,0,1,,0.15,4,1,4932.909306,13.11981322,1.98,"LINESTRING (-87.88155621657054 41.896423880273225, -87.89227116625521 41.87211786946244)"
1432,627,486,1,3384.35451,2.10339,1,6500,91.46904081,56.84837838,0,1,,0.15,4,1,5388.929282,13.11981322,2.22,"LINESTRING (-87.88155621657054 41.896423880273225, -87.92084436541431 41.88742165404701)"
1433,627,623,1,4908.43149,3.05061,1,5500,60.97430423,37.8957764,0,1,,0.15,4,1,4783.033215,13.11981322,4.83,"LINESTRING (-87.88155621657054 41.896423880273225, -87.8827467665355 41.9414350114043)"
1434,627,626,1,4908.43149,3.05061,1,13000,57.74625282,35.88952941,0,1,,0.15,4,1,4920.474193,13.11981322,5.1,"LINESTRING (-87.88155621657054 41.896423880273225, -87.8220287183224 41.89732410289585)"
1435,628,82,1,0,0,1,49500,96.54,60,0,3,,0.15,4,1,6617.24,13.11981322,0,"LINESTRING (-87.8220287183224 41.85501363963264, -87.83393421797203 41.84601141340642)"
1436,628,485,1,2194.676,1.364,1,6500,46.36639437,28.81690141,0,1,,0.15,4,1,5967.039655,13.11981322,2.84,"LINESTRING (-87.8220287183224 41.85501363963264, -87.83393421797203 41.87301809208507)"
1437,628,629,1,4622.38347,2.87283,1,6000,58.02154984,36.06062762,0,1,,0.15,4,1,2724.109012,13.11981322,4.78,"LINESTRING (-87.8220287183224 41.85501363963264, -87.87798456667565 41.852312971764775)"
1438,628,631,1,5005.599,3.111,1,6500,45.85281526,28.49770992,0,1,,0.15,4,1,1737.568121,13.11981322,6.55,"LINESTRING (-87.8220287183224 41.85501363963264, -87.7613106701093 41.85501363963264)"
1439,628,632,1,4818.3114,2.9946,1,5000,57.93560802,36.00721443,0,1,,0.15,4,1,2669.693014,13.11981322,4.99,"LINESTRING (-87.8220287183224 41.85501363963264, -87.81845706842752 41.81090273112418)"
1440,629,83,1,0,0,1,49500,96.54,60,0,3,,0.15,4,1,4164.95,13.11981322,0,"LINESTRING (-87.87798456667565 41.852312971764775, -87.88989006632528 41.84331074553856)"
1441,629,479,1,3600.87764,2.23796,1,3000,101.9116313,63.33849057,0,1,,0.15,4,1,3538.009357,13.11981322,2.12,"LINESTRING (-87.87798456667565 41.852312971764775, -87.91965381544935 41.842410522915934)"
1442,629,484,1,2459.61394,1.52866,1,6000,40.43200997,25.12865753,0,1,,0.15,4,1,2400,13.11981322,3.65,"LINESTRING (-87.87798456667565 41.852312971764775, -87.89227116625521 41.87211786946244)"
1443,629,628,1,4622.38347,2.87283,1,6000,58.02154984,36.06062762,0,1,,0.15,4,1,3607.920552,13.11981322,4.78,"LINESTRING (-87.87798456667565 41.852312971764775, -87.8220287183224 41.85501363963264)"
1444,629,633,1,4715.23886,2.93054,1,6000,57.85569153,35.95754601,0,1,,0.15,4,1,876.55,13.11981322,4.89,"LINESTRING (-87.87798456667565 41.852312971764775, -87.87560346674573 41.809102285878936)"
1445,630,84,1,0,0,1,49500,96.54,60,0,3,,0.15,4,1,5615.88,13.11981322,0,"LINESTRING (-87.78155001951367 41.89822432551847, -87.7934555191633 41.889222099292255)"
1446,630,489,1,2776.07206,1.72534,1,3500,62.15086702,38.62701493,0,1,,0.15,4,1,1930.52,13.11981322,2.68,"LINESTRING (-87.78155001951367 41.89822432551847, -87.78631221937351 41.87301809208507)"
1447,630,557,1,2763.90802,1.71778,1,8500,44.22252832,27.48448,0,1,,0.15,4,1,4328.544309,13.11981322,3.75,"LINESTRING (-87.78155001951367 41.89822432551847, -87.74940517045968 41.90542610649944)"
1448,630,626,1,3338.5141,2.0749,1,11000,46.3682514,28.81805556,0,1,,0.15,4,1,5251.11,13.11981322,4.32,"LINESTRING (-87.78155001951367 41.89822432551847, -87.8220287183224 41.89732410289585)"
1449,631,85,1,0,0,1,49500,96.54,60,0,3,,0.15,4,1,10973.41,13.11981322,0,"LINESTRING (-87.7613106701093 41.85501363963264, -87.77321616975892 41.84601141340642)"
1450,631,489,1,2846.321,1.769,1,3500,40.37334752,25.09219858,0,1,,0.15,4,1,2687.258126,13.11981322,4.23,"LINESTRING (-87.7613106701093 41.85501363963264, -87.78631221937351 41.87301809208507)"
1451,631,490,1,1928.32214,1.19846,1,5000,30.44719168,18.92305263,0,1,,0.15,4,1,3864.338517,13.11981322,3.8,"LINESTRING (-87.7613106701093 41.85501363963264, -87.76726341993411 41.87211786946244)"
1452,631,559,1,5254.41476,3.26564,1,5000,51.68276813,32.12104918,0,1,,0.15,4,1,4475.271483,13.11981322,6.1,"LINESTRING (-87.7613106701093 41.85501363963264, -87.70773592168598 41.88112009568866)"
1453,631,566,1,4650.44443,2.89027,1,2000,38.3278387,23.82090659,0,1,,0.15,4,1,1640.868121,13.11981322,7.28,"LINESTRING (-87.7613106701093 41.85501363963264, -87.70535482175605 41.849612303896905)"
1454,631,571,1,6190.38615,3.84735,1,2000,55.18917816,34.30029718,0,1,,0.15,4,1,1900.017831,13.11981322,6.73,"LINESTRING (-87.7613106701093 41.85501363963264, -87.75773902021442 41.798299614407476)"
1455,631,628,1,5005.599,3.111,1,6500,45.85281526,28.49770992,0,1,,0.15,4,1,1745.80714,13.11981322,6.55,"LINESTRING (-87.7613106701093 41.85501363963264, -87.8220287183224 41.85501363963264)"
1456,631,636,1,3538.81851,2.19939,1,6500,48.58789716,30.19757437,0,1,,0.15,4,1,2548.474711,13.11981322,4.37,"LINESTRING (-87.7613106701093 41.85501363963264, -87.76369177003923 41.82260562521826)"
1457,632,86,1,0,0,1,49500,96.54,60,0,3,,0.15,4,1,5541.66,13.11981322,0,"LINESTRING (-87.81845706842752 41.81090273112418, -87.83036256807715 41.801900504897965)"
1458,632,502,1,2642.75032,1.64248,1,1500,94.9491133,59.01125749,0,1,,0.15,4,1,1862.745147,13.11981322,1.67,"LINESTRING (-87.81845706842752 41.81090273112418, -87.83036256807715 41.78839716555864)"
1459,632,571,1,5190.77881,3.22609,1,2500,40.13488771,24.94399485,0,1,,0.15,4,1,2134.463617,13.11981322,7.76,"LINESTRING (-87.81845706842752 41.81090273112418, -87.75773902021442 41.798299614407476)"
1460,632,628,1,4818.3114,2.9946,1,5000,57.93560802,36.00721443,0,1,,0.15,4,1,4094.039103,13.11981322,4.99,"LINESTRING (-87.81845706842752 41.81090273112418, -87.8220287183224 41.85501363963264)"
1461,632,633,1,4715.23886,2.93054,1,8000,62.45349484,38.81509934,0,1,,0.15,4,1,2973.182862,13.11981322,4.53,"LINESTRING (-87.81845706842752 41.81090273112418, -87.87560346674573 41.809102285878936)"
1462,632,636,1,4691.6831,2.9159,1,2500,67.50623165,41.95539568,0,1,,0.15,4,1,2802.825844,13.11981322,4.17,"LINESTRING (-87.81845706842752 41.81090273112418, -87.76369177003923 41.82260562521826)"
1463,633,87,1,0,0,1,49500,96.54,60,0,3,,0.15,4,1,5830.61,13.11981322,0,"LINESTRING (-87.87560346674573 41.809102285878936, -87.88750896639536 41.80010005965272)"
1464,633,478,1,3171.29073,1.97097,1,5500,99.62169833,61.91528796,0,1,,0.15,4,1,3285.842862,13.11981322,1.91,"LINESTRING (-87.87560346674573 41.809102285878936, -87.91131996569462 41.798299614407476)"
1465,633,503,1,4908.43149,3.05061,1,7000,84.14453983,52.29617143,0,1,,0.15,4,1,1434.22,13.11981322,3.5,"LINESTRING (-87.87560346674573 41.809102285878936, -87.88750896639536 41.76499137737048)"
1466,633,629,1,4715.23886,2.93054,1,6000,57.85569153,35.95754601,0,1,,0.15,4,1,4018.070897,13.11981322,4.89,"LINESTRING (-87.87560346674573 41.809102285878936, -87.87798456667565 41.852312971764775)"
1467,633,632,1,4715.23886,2.93054,1,8000,62.45349484,38.81509934,0,1,,0.15,4,1,4165.557652,13.11981322,4.53,"LINESTRING (-87.87560346674573 41.809102285878936, -87.81845706842752 41.81090273112418)"
1468,634,88,1,0,0,1,49500,96.54,60,0,3,,0.15,4,1,4497.95,13.11981322,0,"LINESTRING (-87.81845706842752 41.76679182261572, -87.83036256807715 41.75778959638951)"
1469,634,502,1,2551.874,1.586,1,1500,39.15919182,24.33759591,0,1,,0.15,4,1,2105.987849,13.11981322,3.91,"LINESTRING (-87.81845706842752 41.76679182261572, -87.83036256807715 41.78839716555864)"
1470,634,505,1,2886.64254,1.79406,1,6000,117.0260489,72.73216216,0,1,,0.15,4,1,2392.48,13.11981322,1.48,"LINESTRING (-87.81845706842752 41.76679182261572, -87.82917201811219 41.74158558918232)"
1471,634,571,1,6070.96617,3.77313,1,2000,57.81872543,35.93457143,0,1,,0.15,4,1,2149.462391,13.11981322,6.3,"LINESTRING (-87.81845706842752 41.76679182261572, -87.75773902021442 41.798299614407476)"
1472,634,635,1,4715.23886,2.93054,1,3500,73.29386829,45.55243523,0,1,,0.15,4,1,3442.530137,13.11981322,3.86,"LINESTRING (-87.81845706842752 41.76679182261572, -87.87560346674573 41.76499137737048)"
1473,634,637,1,4711.152,2.928,1,4500,52.15297417,32.41328413,0,1,,0.15,4,1,3258.566543,13.11981322,5.42,"LINESTRING (-87.81845706842752 41.76679182261572, -87.7613106701093 41.76679182261572)"
1474,635,89,1,0,0,1,49500,96.54,60,0,3,,0.15,4,1,2145.62,13.11981322,0,"LINESTRING (-87.87560346674573 41.76499137737048, -87.88750896639536 41.75598915114426)"
1475,635,504,1,1144.61042,0.71138,1,7000,152.6147227,94.85066667,0,1,,0.15,4,1,7653.266526,13.11981322,0.45,"LINESTRING (-87.87560346674573 41.76499137737048, -87.88750896639536 41.75959004163475)"
1476,635,634,1,4715.23886,2.93054,1,3500,73.29386829,45.55243523,0,1,,0.15,4,1,3059.66,13.11981322,3.86,"LINESTRING (-87.87560346674573 41.76499137737048, -87.81845706842752 41.76679182261572)"
1477,635,640,1,4715.23886,2.93054,1,1000,77.72371748,48.3056044,0,1,,0.15,4,1,466.1,13.11981322,3.64,"LINESTRING (-87.87560346674573 41.76499137737048, -87.87322236681581 41.721780691484646)"
1478,635,705,1,4711.152,2.928,1,5500,66.82485106,41.53191489,0,1,,0.15,4,1,3289.259443,13.11981322,4.23,"LINESTRING (-87.87560346674573 41.76499137737048, -87.93274986506394 41.76499137737048)"
1479,636,90,1,0,0,1,49500,96.54,60,0,3,,0.15,4,1,2206.72,13.11981322,0,"LINESTRING (-87.76369177003923 41.82260562521826, -87.77559726968886 41.81360339899204)"
1480,636,501,1,1716.89954,1.06706,1,5500,166.1515684,103.263871,0,1,,0.15,4,1,3438.790555,13.11981322,0.62,"LINESTRING (-87.76369177003923 41.82260562521826, -87.7744067197239 41.809102285878936)"
1481,636,631,1,3538.81851,2.19939,1,6500,48.58789716,30.19757437,0,1,,0.15,4,1,5684.820421,13.11981322,4.37,"LINESTRING (-87.76369177003923 41.82260562521826, -87.7613106701093 41.85501363963264)"
1482,636,632,1,4691.6831,2.9159,1,2500,67.50623165,41.95539568,0,1,,0.15,4,1,2460.349687,13.11981322,4.17,"LINESTRING (-87.76369177003923 41.82260562521826, -87.81845706842752 41.81090273112418)"
1483,637,91,1,0,0,1,49500,96.54,60,0,3,,0.15,4,1,8261.77,13.11981322,0,"LINESTRING (-87.7613106701093 41.76679182261572, -87.77321616975892 41.75778959638951)"
1484,637,571,1,3447.81347,2.14283,1,3500,46.07323122,28.63469933,0,1,,0.15,4,1,4201.791535,13.11981322,4.49,"LINESTRING (-87.7613106701093 41.76679182261572, -87.75773902021442 41.798299614407476)"
1485,637,572,1,5838.01515,3.62835,1,2500,54.30711767,33.75209302,0,1,,0.15,4,1,2741.943852,13.11981322,6.45,"LINESTRING (-87.7613106701093 41.76679182261572, -87.69821152196627 41.791097833426505)"
1486,637,576,1,5237.89033,3.25537,1,4000,54.18507238,33.67624138,0,1,,0.15,4,1,1655.741263,13.11981322,5.8,"LINESTRING (-87.7613106701093 41.76679182261572, -87.69940207193123 41.75598915114426)"
1487,637,634,1,4711.152,2.928,1,4500,52.15297417,32.41328413,0,1,,0.15,4,1,2529.745509,13.11981322,5.42,"LINESTRING (-87.7613106701093 41.76679182261572, -87.81845706842752 41.76679182261572)"
1488,637,644,1,4617.17031,2.86959,1,5000,61.69938053,38.34641425,0,1,,0.15,4,1,2702.566124,13.11981322,4.49,"LINESTRING (-87.7613106701093 41.76679182261572, -87.75892957017938 41.72448135935251)"
1489,638,92,1,0,0,1,49500,96.54,60,0,3,,0.15,4,1,1230.92,13.11981322,0,"LINESTRING (-87.95775141432816 41.67226844724046, -87.96965691397779 41.66326622101425)"
1490,638,640,1,8814.85823,5.47847,1,1500,79.77247267,49.57891403,0,1,,0.15,4,1,1099.53,13.11981322,6.63,"LINESTRING (-87.95775141432816 41.67226844724046, -87.87322236681581 41.721780691484646)"
1491,638,642,1,7197.74887,4.47343,1,3000,79.38693607,49.33930147,0,1,,0.15,4,1,1017.68,13.11981322,5.44,"LINESTRING (-87.95775141432816 41.67226844724046, -87.87084126688588 41.678570005598814)"
1492,638,707,1,5216.68371,3.24219,1,2500,75.97112198,47.21635922,0,1,,0.15,4,1,2703.298403,13.11981322,4.12,"LINESTRING (-87.95775141432816 41.67226844724046, -87.96251361418801 41.7199802462394)"
1493,638,815,1,7067.40378,4.39242,1,2000,74.13360608,46.07433566,0,1,,0.15,4,1,561.7715972,13.11981322,5.72,"LINESTRING (-87.95775141432816 41.67226844724046, -88.04347101180548 41.67316866986309)"
